topic,lesson,chin_simple,chin_traditional,pinyin,english
"Hobbies 1
","Lesson - 4
",会,會,"huì 

kuài","can / to be possible / to be able to / will / to be likely to / to be sure to / to assemble / to meet / to gather / to see / union / group / association / CL: 個｜个 / a moment (Taiwan pr. for this sense is [hui3])

to balance an account / accountancy / accounting"
"Hobbies 1
","Lesson - 4
",唱,NA,chàng,to sing / to call loudly / to chant
"Hobbies 1
","Lesson - 4
",跳,NA,tiào,to jump / to hop / to skip over / to bounce / to palpitate
"Hobbies 1
","Lesson - 4
",舞,NA,wǔ,to dance / to wield / to brandish
"Daily Routine 1
","Lesson - 1
",起床,NA,qǐ chuáng,to get out of bed / to get up
"Daily Routine 1
","Lesson - 1
",上学,上學,shàng xué,to go to school / to attend school
"Daily Routine 1
","Lesson - 1
",上班,NA,shàng bān,to go to work / to be on duty / to start work / to go to the office
"Daily Routine 1
","Lesson - 1
",早饭,早飯,zǎo fàn,"breakfast / CL: 份, 頓｜顿, 次, 餐"
"Daily Routine 1
","Lesson - 1
",做,NA,zuò,to do / to make / to produce / to write / to compose / to act as / to engage in / to hold (a party) / to be / to become / to function (in some capacity) / to serve as / to be used for / to form (a bond or relationship) / to pretend / to feign / to act a part / to put on appearance
"Daily Routine 1
","Lesson - 1
",起,NA,qǐ,"to rise / to raise / to get up / to set out / to start / to appear / to launch / to initiate (action) / to draft / to establish / to get (from a depot or counter) / verb suffix, to start / starting from (a time, place, price etc) / classifier for occurrences or unpredictable events: case, instance / classifier for groups: batch, group"
"Daily Routine 1
","Lesson - 1
",床,NA,chuáng,bed / couch / classifier for beds / CL: 張｜张
"Daily Routine 1
","Lesson - 1
",班,NA,"Bān 

bān","surname Ban

team / class / squad / work shift / ranking / CL: 個｜个 / classifier for groups"
